2022.08.08 星期一,時間:0418_母:0_配:130,時間:0740_母:90_配:40,時間:1110_母:0_配:130,時間:1432_母:0_配:130,時間:1759_母:125_配:0,時間:2103_母:0_配:130,
2022.08.09 星期二,時間:0248_母:0_配:110,時間:0700_母:0_配:130,時間:1028_母:110_配:30,時間:1335_母:80_配:60,時間:1727_母:0_配:130,時間:2105_母:0_配:130,
2022.08.10 星期三,時間:0211_母:0_配:110,時間:0540_母:120_配:0,時間:2130_母:100_配:30,時間:1300_母:60_配:100,時間:1715_母:15_配:130,時間:2100_母:100_配:50,
2022.08.11 星期四,時間:0020_母:0_配:140,時間:0520_母:0_配:130,時間:0930_母:100_配:40,時間:1254_母:60_配:80,時間:1611_母:40_配:100,時間:1930_母:40_配:100,時間:2330_母:0_配:140,
2022.08.12 星期五,時間:0350_母:90_配:40,時間:0705_母:50_配:90,時間:1120_母:70_配:60,時間:1420左右_母:40_配:110,時間:1753_母:30_配:110,時間:2120_母:0_配:130,
2022.08.13 星期六,時間:0023_母:0_配:130,時間:0511_母:100_配:40,時間:0906_母:70_配:70,時間:1300_母:60_配:80,時間:1610_母:0_配:140,時間:1930_母:90_配:40,時間:2310_母:0_配:140,
2022.08.14 星期日,時間:0505_母:0_配:85,時間:0910_母:120_配:30,時間:1233_母:60_配:80,時間:1554_母:100_配:40,時間:1923_母:80_配:60,時間:2230_母:50_配:90,
2022.08.15 星期一,時間:0250_母:0_配:95,時間:0623_母:70_配:70,時間:1030_母:50_配:90,時間:1357_母:0_配:140,時間:1810_母:110_配:30,時間:2158_母:110_配:30,
2022.08.16 星期二,時間:（補記）0036_母:0_配:140,時間:0420_母:50_配:30,時間:0803_母:0_配:140,時間:1136_母:145_配:0,時間:1425_母:50_配:90,時間:1907_母:0_配:140,時間:2230_母:0_配:140,
2022.08.17 星期三,時間:0115_母:0_配:140,時間:0635_母:110_配:30,時間:1036_母:70_配:70,時間:1333_母:50_配:90,時間:1640_母:110_配:0,時間:1944_母:0_配:140,時間:2318_母:40_配:100,
2022.08.18 星期四,時間:0129_母:0_配:90,時間:0641_母:60_配:80,時間:0946_母:50_配:90,時間:1320_母:140_配:0,時間:1624_母:50_配:90,時間:1934_母:50_配:90,時間:2214_母:60_配:80,
2022.08.19 星期五,時間:0033_母:0_配:140,時間:0646_母:60_配:80,時間:1058_母:90_配:50,時間:1357_母:60_配:80,時間:1713_母:110_配:30,時間:2100_母:0_配:140,
2022.08.20 星期六,時間:0008_母:0_配:140,時間:0606_母:50_配:90,時間:0849_母:140_配:0,時間:1213_母:140_配:0,時間:1525_母:60_配:90,時間:1831_母:40_配:100,時間:2150_母:0_配:140,
2022.08.21 星期日,時間:0751_母:140_配:0,時間:1117_母:90_配:50,時間:1450_母:50_配:90,時間:1733_母:60_配:90,時間:2035_母:90_配:60,時間:2345_母:0_配:140,
2022.08.22 星期一,時間:0531_母:60_配:90,時間:0838_母:100_配:50,時間:1156_母:50_配:100,時間:1510_母:80_配:70,時間:1830_母:0_配:110,時間:2238_母:50_配:90,
2022.08.23 星期二,時間:0056_母:0_配:150,時間:0739_母:90_配:60,時間:1058_母:110_配:40,時間:1340_母:60_配:90,時間:1718_母:60_配:90,時間:2057_母:65_配:90,
2022.08.24 星期三,時間:0018_母:30_配:150,時間:0713_母:90_配:60,時間:1103_母:150_配:0,時間:1426_母:40_配:110,時間:1730_母:0_配:150,時間:2146_母:100_配:50,
2022.08.25 星期四,時間:2351_母:30_配:150,時間:0551_母:70_配:80,時間:0856_母:100_配:45,時間:1156_母:60_配:90,時間:1458_母:90_配:60,時間:1813_母:30_配:120,時間:2108_母:60_配:90,
2022.08.26 星期五,時間:0018_母:30_配:150,時間:0713_母:80_配:70,時間:1015_母:120_配:30,時間:1318_母:60_配:90,時間:1622_母:50_配:100,時間:1950_母:70_配:80,時間:2248_母:0_配:150,
2022.08.27 星期六,時間:0110_母:0_配:130,時間:0711_母:150_配:0,時間:1043_母:100_配:30,時間:1327_母:60_配:90,時間:1640_母:70_配:80,時間:1950_母:90_配:60,時間:2313_母:30_配:150,
2022.08.28 星期日,時間:0516_母:90_配:0,時間:0834_母:70_配:60,時間:1219_母:60_配:90,時間:1516_母:60_配:90,時間:1818_母:70_配:80,時間:2125_母:80_配:70,
2022.08.29 星期一,時間:0038_母:30_配:150,時間:0711_母:30_配:120,時間:1110_母:120_配:30,時間:1416_母:90_配:60,時間:1758_母:100_配:59,時間:2055_母:60_配:90,時間:2350_母:30_配:130,
2022.08.30 星期二,時間:0733_母:100_配:50,時間:1131_母:150_配:0,時間:1456_母:80_配:70,時間:1806_母:0_配:150,時間:2114_母:0_配:150,
2022.08.31 星期三,時間:0013_母:30_配:140,時間:0617_母:150_配:0,時間:1022_母:100_配:50,時間:1354_母:70_配:80,時間:1700_母:100_配:50,時間:2015_母:70_配:80,時間:2324_母:30_配:150,
2022.09.01 星期四,時間:0554_母:90_配:60,時間:1004_母:150_配:0,時間:1307_母:60_配:90,時間:1625_母:15_配:140,時間:2000_母:90_配:60,時間:2315_母:30_配:150,